,0,1,2
0,-34.91152205842796,-31.771819653596687,0.0048208420507697735
1,-34.91152205842796,-31.771819653596687,0.0048208420507697735
2,-34.91152205842796,-31.771819653596687,0.0048208420507697735
3,-34.91152205842796,-31.771819653596687,0.0048208420507697735
4,-34.91152205842796,-31.771819653596687,0.0048208420507697735
5,-34.91152205842796,-31.771819653596687,0.0048208420507697735
6,-34.91152205842796,-31.771819653596687,0.0048208420507697735
7,-34.91152205842796,-31.771819653596687,0.0048208420507697735
8,-34.91152205842796,-31.771819653596687,0.0048208420507697735
9,-34.91152205842796,-31.771819653596687,0.0048208420507697735
10,-34.91152205842796,-31.771819653596687,0.0048208420507697735
11,-34.91152205842796,-31.771819653596687,0.0048208420507697735
12,-34.91152205842796,-31.771819653596687,0.0048208420507697735
13,-34.91152205842796,-31.771819653596687,0.0048208420507697735
14,-34.91152205842796,-31.771819653596687,0.0048208420507697735
15,-34.91152205842796,-31.771819653596687,0.0048208420507697735
16,-34.91152205842796,-31.771819653596687,0.0048208420507697735
17,-34.91152205842796,-31.771819653596687,0.0048208420507697735
18,-34.91152205842796,-31.771819653596687,0.0048208420507697735
19,-34.91152205842796,-31.771819653596687,0.0048208420507697735
20,-34.91152205842796,-31.771819653596687,0.0048208420507697735
21,-34.91152205842796,-31.771819653596687,0.0048208420507697735
22,-34.91152205842796,-31.771819653596687,0.0048208420507697735
23,-34.91152205842796,-31.771819653596687,0.0048208420507697735
24,-34.91152205842796,-31.771819653596687,0.0048208420507697735
25,-34.91152205842796,-31.771819653596687,0.0048208420507697735
26,-34.91152205842796,-31.771819653596687,0.0048208420507697735
27,-34.91152205842796,-31.771819653596687,0.0048208420507697735
28,-34.91152205842796,-31.771819653596687,0.0048208420507697735
29,-34.91152205842796,-31.771819653596687,0.0048208420507697735
30,-36.99382911895153,-34.15447462596727,0.005516582353929306
31,-39.021013545987444,-36.427938032975526,0.006227006368569312
32,-41.123837215215005,-38.41596471845599,0.0066476196088407925
33,-43.24007232008703,-40.345715032813914,0.007147209358820685
34,-45.113310845461044,-42.16778961418728,0.00794516741547493
35,-46.994240345805586,-43.971923090128946,0.008810609157893773
36,-48.980954232699695,-45.83488175349417,0.0094411803189132
37,-51.209271973950905,-47.894296961485985,0.00965283408264569
38,-53.33895372340822,-49.92584561992792,0.01025758138017461
39,-55.310978608013606,-51.580834541964805,0.01112011104555214
40,-57.200674732179664,-53.270549913096424,0.011772750973749515
41,-59.268863653838345,-55.32213442290076,0.012073568553648488
42,-61.46013949761153,-57.302303086146686,0.012387322917547494
43,-63.63373287740881,-59.08341603399231,0.012808614051595921
44,-65.63924990314386,-60.73941187278892,0.0133733400194976
45,-67.61825508244166,-62.45555758184077,0.014046414250546835
46,-69.55334626222908,-64.20877191006795,0.014708338205756838
47,-71.59811030848407,-65.89335334543732,0.015182183913223795
48,-73.79392510270144,-67.71836658123615,0.01542682234039199
49,-76.04324924727835,-69.63087950444772,0.01562234405496574
50,-78.25775662929081,-71.61732161487683,0.016051455188543288
51,-80.5207751981316,-73.34402243479904,0.01642210879453495
52,-82.73438630152307,-75.1471448552621,0.0168171343216338
53,-84.95606608757026,-76.92334237858914,0.017248100657513265
54,-87.1062485692929,-78.58656052286234,0.01766776423402049
55,-89.30826815855264,-80.29288887825676,0.017920596881087856
56,-91.61034477335777,-81.95672973250659,0.01795358574700663
57,-93.98752891043195,-83.3444568512055,0.018055374566727532
58,-96.31228519852735,-84.59345779932836,0.01810951288777228
59,-98.62031258452781,-85.89408353264098,0.01811206859787445
60,-100.94043464519469,-87.45603517723495,0.018223225008046393
61,-103.2739802744592,-88.86541169314687,0.018297765880547708
62,-105.60864905422024,-90.1986670473666,0.018316143776798702
63,-107.99021985751293,-91.59948003455041,0.018304011795873477
64,-110.52956838496924,-92.99458153036498,0.018164417908609586
65,-113.10080875126502,-94.13196554177166,0.017900217516570265
66,-115.54675903649465,-95.40745465458862,0.017869113213251502
67,-117.70446910635755,-97.16692911966145,0.018273098627016465
68,-119.94838788158897,-98.82916982020194,0.01863511457805141
69,-122.1793197730099,-100.40567363914718,0.018826522528644526
70,-124.55552490921778,-102.0400070159757,0.018918214549368106
71,-127.09713764705319,-103.551818645035,0.01896305937433011
72,-129.49501629847762,-105.01723845221605,0.019095679053363464
73,-131.88554093696996,-106.50153574983746,0.019201757932073786
74,-134.37485340827618,-108.13698408702153,0.01920275322008901
75,-136.7833150355472,-110.13082579882078,0.019447491735421384
76,-139.05332674328886,-112.31407224635664,0.020117400830820472
77,-141.19598460267807,-114.37907214995944,0.020793447223928903
78,-143.29594501682135,-116.46444592390115,0.02139389953569192
79,-145.62062404716906,-118.64398789588498,0.02177284210145417
80,-148.04468377041647,-120.69612397968517,0.022166487812964
81,-150.4033054408943,-122.43147207036878,0.022636245599841166
82,-152.71389104185585,-124.33050478920953,0.022866094813140964
83,-155.04241517934832,-126.7199392002139,0.023098487019939763
84,-157.5901244921456,-128.93349878153566,0.023499877042086136
85,-159.96205966676553,-130.8265460427402,0.02415806723409765
86,-162.32246094904002,-132.6175712259051,0.024570788058970183
87,-164.6785645710846,-134.69451551908688,0.024855571589278036
88,-167.16439382191962,-136.9575438057647,0.025172332894277737
89,-169.6205150996166,-139.44621541813248,0.025640134854445152
90,-172.17694707423217,-141.66571494380668,0.026090914971716072
91,-174.75642850778226,-143.65777115078393,0.026547345197850077
92,-177.37828475820334,-145.5174476700859,0.026939563261466525
93,-179.92548082843035,-147.62282377025167,0.027316003970267417
94,-182.49090137485604,-150.11081683221798,0.02782360275313306
95,-185.16699476999506,-152.64912275464573,0.028304962566056028
