,0,1,2
0,-279.898040144,75.4146190644,-0.127337238442
1,-330.249436706,85.6161727347,-0.171056629983
2,-359.630321169,62.4709588972,-0.184909598826
3,-377.932872215,39.4643224194,-0.179094503168
4,-379.064658479,31.8020931,-0.156580150844
5,-366.544021875,21.3183839855,-0.116596266492
6,-351.042641902,2.94490888201,-0.0711203900977
7,-325.03858676,-31.2393591146,-0.0228986991347
8,-343.19216695,-60.9349923171,0.00662865724761
9,-299.570157543,-47.5236383729,0.010588426812
10,-289.306316555,-28.2846660852,-0.0225746845472
11,-266.762512698,-17.2673484542,-0.0125249879978
12,-227.796012409,2.32447768188,-0.0143569639051
13,-179.034125729,12.1188438147,-0.0094487808908
14,-114.982556192,10.4921521061,0.00817027598607
15,-48.6611158025,-11.7403838846,0.0384409882778
16,0.89454340638,-5.83864325197,0.0437200154557
17,58.2026240869,-3.01860953994,0.0534666754641
18,121.292410441,-23.6490854639,0.0798452674637
19,174.668494689,-31.4170739143,0.0878762979428
20,237.832303977,-1.94657348482,0.0624280257943
21,240.687164226,28.0308835412,0.0255425029112
22,261.50737637,48.6665928445,-0.0074564632207
23,277.772346339,70.9774450654,-0.0339796084852
24,301.196972538,71.6354055494,-0.02361758523
25,317.634996562,57.8489933985,-0.0109216826255
26,345.73687308,20.9667996029,0.0208987114161
27,392.764063015,-31.6091350032,0.0867429956322
28,432.262813995,-55.4851617423,0.123516579125
29,512.227495054,-90.1830449454,0.175057879227
30,550.615187381,-119.13601322,0.200519951024
31,605.044690819,-123.129953351,0.212551731966
32,628.733928229,-100.115357943,0.181562909468
33,616.486618341,-53.000205791,0.121884644631
34,603.363904307,-14.9024396809,0.0625013811822
35,589.113617475,-3.67999838573,0.0258698523541
36,601.159470629,-5.04373210018,0.020698365918
37,569.203625605,15.599345675,-0.0247528107716
38,534.12995952,31.8307984537,-0.0738572207068
39,500.581344243,52.34250244,-0.117925254892
40,470.760894615,60.8243865538,-0.132067127424
41,452.062327343,52.2603875968,-0.109309758958
42,454.216463063,40.8240433388,-0.0702141674682
43,466.639184416,21.6738081209,-0.031344214488
44,473.765544659,3.52142761438,-0.00530434714094
45,496.516296068,-9.56568749306,0.0170871779176
46,509.25255479,-30.8747119769,0.0396951295528
47,531.676081482,-66.0341662927,0.0629139368768
48,557.292509356,-73.6630179317,0.0677152381324
49,561.787045498,-23.7727225552,0.0238704664273
50,548.583551724,13.0593747703,-0.0183935285058
51,528.83027749,35.972371102,-0.0551440615895
52,502.440695414,51.3098364821,-0.0882946752894
53,471.33971806,60.8944839804,-0.108480113096
54,408.618937689,62.2166151958,-0.115031163981
55,355.579297672,63.608168567,-0.147929533445
56,297.467341865,46.6651638751,-0.152678003308
57,283.864972235,29.8927276376,-0.127306657423
58,296.450605686,9.99667920606,-0.0796152421686
59,325.838232392,-3.97560257561,-0.0394114560494
60,341.760073556,-9.46345918675,-0.0221583307319
61,368.204441286,-16.2832329085,-0.00298752849312
62,407.440668232,-25.9909399865,0.0129909385615
63,456.761287635,-44.2942147879,0.025101570056
64,477.270492846,-45.8749006632,0.00607269463825
65,531.733918184,-46.8322928925,0.00965296574739
66,534.420603285,-38.9145477474,0.00149676167979
67,510.544108176,-4.83597731888,-0.0345218189029
68,496.224046212,28.0231143336,-0.0756033599785
69,501.487018792,50.0474241447,-0.097493979066
70,515.853549971,53.9627713323,-0.0966634024799
71,528.041154284,64.779049534,-0.097326581793
72,517.197989301,81.2226625087,-0.120862858757
73,519.433812864,92.2203607243,-0.120722601852
74,533.693085432,99.7847793735,-0.0921211107799
75,557.179083037,118.563608309,-0.0979795432182
76,552.402083504,101.159511302,-0.0906870053944
77,567.094561629,63.6982315456,-0.0528431104462
78,577.391715594,58.2014058054,-0.0434926704228
79,594.50880601,67.8157282022,-0.0458582349373
80,607.037148731,65.3878314521,-0.0490518105109
81,613.550251325,39.6290203286,-0.0248829143973
82,594.370341691,15.8413836426,-0.010328355629
83,577.614107173,28.3284362741,-0.0118027725585
84,572.508693185,26.4233189364,-0.00872323499874
85,545.775677231,29.5035336346,-0.0228409455104
86,527.329932052,59.2519027741,-0.0513534805012
87,514.051535221,37.7008675923,-0.0123485094513
88,469.886440131,60.5710490712,-0.0399869356214
89,433.538597359,78.141981706,-0.0562271009843
90,408.815150626,108.039128989,-0.0649962825569
91,392.715398543,151.689075129,-0.0762372840798
92,376.231609259,148.731206135,-0.068750012838
93,372.697865133,149.509781844,-0.0651245473198
94,374.828839872,147.053793206,-0.0596630331373
95,376.024325228,147.476219635,-0.060296956992
96,378.151641999,174.231779038,-0.0789902369334
97,361.967594339,181.49999909,-0.0787567653051
98,336.938529364,223.704241219,-0.102560444184
99,286.478191382,279.79213731,-0.156399215214
100,287.860384082,324.348246945,-0.19009994103
101,283.796398263,357.152034688,-0.212680496438
102,281.377436481,393.941305787,-0.249583097867
103,282.89545127,447.636010833,-0.284257868254
104,284.158617204,464.183037469,-0.275484888671
105,300.744681131,464.577159179,-0.256678179393
106,260.77262113,427.160293379,-0.238084428583
