,0,1,2
0,-279.898040144,75.4146190644,-0.127337238442
1,-279.898040144,75.4146190644,-0.127337238442
2,-279.898040144,75.4146190644,-0.127337238442
3,-279.898040144,75.4146190644,-0.127337238442
4,-279.898040144,75.4146190644,-0.127337238442
5,-279.898040144,75.4146190644,-0.127337238442
6,-279.898040144,75.4146190644,-0.127337238442
7,-279.898040144,75.4146190644,-0.127337238442
8,-279.898040144,75.4146190644,-0.127337238442
9,-279.898040144,75.4146190644,-0.127337238442
10,-279.898040144,75.4146190644,-0.127337238442
11,-279.898040144,75.4146190644,-0.127337238442
12,-279.898040144,75.4146190644,-0.127337238442
13,-279.898040144,75.4146190644,-0.127337238442
14,-279.898040144,75.4146190644,-0.127337238442
15,-279.898040144,75.4146190644,-0.127337238442
16,-279.898040144,75.4146190644,-0.127337238442
17,-279.898040144,75.4146190644,-0.127337238442
18,-279.898040144,75.4146190644,-0.127337238442
19,-279.898040144,75.4146190644,-0.127337238442
20,-279.898040144,75.4146190644,-0.127337238442
21,-279.898040144,75.4146190644,-0.127337238442
22,-279.898040144,75.4146190644,-0.127337238442
23,-279.898040144,75.4146190644,-0.127337238442
24,-279.898040144,75.4146190644,-0.127337238442
25,-279.898040144,75.4146190644,-0.127337238442
26,-279.898040144,75.4146190644,-0.127337238442
27,-279.898040144,75.4146190644,-0.127337238442
28,-279.898040144,75.4146190644,-0.127337238442
29,-279.898040144,75.4146190644,-0.127337238442
30,-313.409877966,82.8193238936,-0.141030984111
31,-349.959047267,88.8096378554,-0.154541246568
32,-388.008869784,92.537721076,-0.166172603837
33,-426.973225102,94.7925874733,-0.175298808726
34,-466.400136873,96.3560782034,-0.182041853078
35,-507.047753938,97.320958595,-0.187162450162
36,-547.124439571,96.3723898294,-0.189136394958
37,-587.95639677,93.796260887,-0.188409693958
38,-627.534629646,90.8965415647,-0.186022086393
39,-667.093524632,88.2891802073,-0.18422269319
40,-706.597678543,86.30283098,-0.182847885232
41,-746.19781745,85.3518782988,-0.182877770656
42,-785.889731874,85.3856042843,-0.184091004737
43,-824.982162717,85.9813629348,-0.185629694464
44,-863.922864591,86.3166540892,-0.186972553369
45,-902.941684474,87.6480500872,-0.188976815971
46,-942.10462528,90.3204302782,-0.191490002382
47,-981.312806907,92.5704680432,-0.193285569383
48,-1020.14339004,92.901819545,-0.193334277797
49,-1057.69698325,92.9995154804,-0.192804322375
50,-1095.75458869,93.351445379,-0.192260130064
51,-1133.48309019,93.9140035845,-0.191698033628
52,-1170.81976619,94.9346088664,-0.191312557421
53,-1206.43094846,95.9498164366,-0.190273456847
54,-1240.81154289,96.4520558175,-0.187577799964
55,-1273.37157205,96.240975659,-0.183475382785
56,-1304.96844617,94.7805785831,-0.177841437804
57,-1336.70335457,93.1045694274,-0.172368542064
58,-1367.75750026,90.6161853431,-0.16628218754
59,-1397.91167355,86.9705389047,-0.159215937981
60,-1426.8901904,83.1224847751,-0.151721779112
61,-1456.1548023,80.2147344084,-0.145255740956
62,-1487.24048687,79.4296280306,-0.14076343007
63,-1519.26909291,79.9453871429,-0.137312556719
64,-1553.3517296,80.8563905911,-0.134944339085
65,-1586.90655402,81.4987675338,-0.132332807754
66,-1620.50803929,81.772882463,-0.129992059265
67,-1654.66047254,81.5843857685,-0.127956247425
68,-1690.01354024,81.4339566106,-0.126693870439
69,-1726.77988119,81.4812271729,-0.125920107803
70,-1764.49525158,80.8593326286,-0.124231281198
71,-1801.68010215,79.2137039066,-0.120229795334
72,-1838.45372289,76.4153617949,-0.114695120114
73,-1875.39615638,72.5776521865,-0.108967825226
74,-1912.26832872,67.4487175981,-0.101970470383
75,-1948.44406772,61.9093082359,-0.0941228918187
76,-1984.22726636,56.1723726917,-0.0864447803884
77,-2019.39028602,50.1947995564,-0.078699273797
78,-2054.9347735,45.4390492206,-0.07217698861
79,-2091.30984726,41.9154561643,-0.0668644681281
80,-2128.55320459,39.9721103728,-0.063542797612
81,-2166.06383604,39.2702790652,-0.0617867709538
82,-2204.20906337,38.4112168003,-0.0606654380134
83,-2244.51337952,37.6119007816,-0.0599561280967
84,-2286.05127172,36.6792789985,-0.0599905734816
85,-2329.31195854,34.1576872344,-0.0594201563969
86,-2372.92646051,31.7195645578,-0.0594044024574
87,-2414.95185068,27.7690290855,-0.0569377759068
88,-2455.08337092,22.6744910377,-0.0526550844764
89,-2494.15691596,16.2519817519,-0.0475508400014
90,-2532.04146456,7.94979437872,-0.041432396688
91,-2568.18030288,-0.878578750285,-0.0349521971404
92,-2602.61469547,-10.6994197176,-0.0280983950433
93,-2636.3642931,-20.8758452451,-0.0219246111826
94,-2668.2813114,-31.5076813622,-0.0154665510386
95,-2700.12669618,-43.1478034515,-0.00854092617267
96,-2732.13854376,-54.2844534305,-0.00271031190213
97,-2763.59241392,-66.179137194,0.00272723428944
98,-2792.91516186,-79.7254294098,0.00947543110237
99,-2821.47114682,-95.1628261356,0.0176205604372
100,-2849.16796627,-111.877093533,0.0266860602965
101,-2876.82944167,-129.841332872,0.0363812858005
102,-2904.11853755,-149.793175089,0.0474414058979
103,-2930.60739442,-170.561964199,0.0593005112935
104,-2956.46850319,-191.216697621,0.0704389135931
105,-2980.71173278,-211.719143546,0.0813305409939
106,-3003.15361636,-232.900222993,0.0929066184464
107,-3023.93018226,-254.146208103,0.104443685
108,-3043.34332234,-275.441683523,0.115667268236
109,-3060.13862935,-297.980093959,0.12839384346
110,-3075.35100267,-321.339822328,0.14193988962
111,-3090.0035272,-345.925827821,0.156390624008
112,-3104.77776872,-369.639997821,0.170593265948
113,-3120.43137513,-393.523706674,0.185673908629
114,-3136.74541052,-416.85483986,0.2003016513
115,-3153.45431329,-439.811692833,0.214726772565
116,-3171.44235169,-465.158458038,0.231710277095
117,-3190.3447485,-489.309509674,0.247914336552
118,-3209.25799916,-512.981564102,0.26421957059
119,-3227.27443087,-535.423926223,0.280767131305
120,-3244.60300049,-556.39660661,0.297502641294
121,-3261.36203824,-577.080875732,0.314478552229
122,-3277.6132329,-598.020279097,0.332054119471
123,-3293.3623696,-618.94888744,0.349853555964
124,-3308.79528158,-639.52165433,0.367285761941
125,-3323.89140921,-658.761301439,0.383513307455
126,-3338.95103001,-677.034153926,0.398837309393
127,-3353.8604633,-693.451988431,0.412576556974
128,-3369.12629564,-707.618382348,0.423854320754
129,-3383.58235145,-719.240592302,0.432838684109
130,-3398.11095467,-728.699449501,0.440523314071
131,-3414.30027745,-735.827982253,0.446408539351
132,-3431.85061583,-739.233004659,0.449690586744
133,-3450.05891982,-739.523362533,0.451042984135
134,-3468.1146313,-736.399677764,0.449735706917
135,-3487.1292883,-731.944305172,0.446516026656
136,-3505.89289958,-726.715734167,0.441935308232
137,-3524.00515983,-720.908558703,0.436700502572
138,-3540.15333106,-715.175958049,0.432337289019
139,-3556.55770735,-708.44575999,0.42624511732
140,-3572.55024132,-703.67271712,0.422122112359
141,-3587.4685463,-699.853125996,0.419791901706
142,-3601.59779044,-697.319719217,0.418527599231
143,-3614.61138465,-695.314335593,0.416624894892
144,-3627.63922446,-694.673235458,0.414774195961
145,-3640.28268922,-693.953948313,0.412167965823
146,-3651.11098039,-692.215359015,0.408644829507
147,-3660.97046022,-691.384066857,0.40558224219
148,-3670.27034389,-690.737632524,0.402439507361
149,-3680.08989992,-690.169883153,0.398677017973
150,-3690.48358659,-688.685392918,0.393408216612
151,-3701.94143277,-685.715009803,0.386114603655
152,-3714.1692346,-680.683547058,0.376628239626
153,-3726.9886552,-674.93579963,0.366181304582
154,-3739.40743527,-668.282640092,0.355216411083
155,-3751.61231383,-660.439489637,0.343861766893
156,-3764.34310592,-650.373079568,0.330667587213
157,-3778.10119719,-639.438798977,0.316871567282
158,-3793.30002584,-628.22583236,0.302780351099
159,-3809.21561453,-617.529227002,0.289252484186
160,-3824.97709461,-607.036347151,0.275597976713
161,-3839.1790906,-596.319619775,0.261263987796
162,-3852.34255007,-585.288533123,0.245757114789
163,-3864.88334644,-574.563884096,0.229831892113
164,-3877.71469638,-564.932116627,0.214105523195
165,-3892.09323356,-555.794897916,0.197943337294
166,-3910.16766848,-546.256429163,0.17999602119
167,-3932.90211701,-535.198959525,0.158527871746
168,-3960.16234362,-521.939041499,0.133149148206
169,-3989.72438336,-507.366179094,0.106344324567
170,-4020.63554404,-490.255048215,0.0770938590262
171,-4052.91101227,-471.742575387,0.0459939163354
172,-4085.33199006,-452.674888172,0.0145277377571
173,-4117.06365654,-433.12083095,-0.0167713830306
174,-4147.36930566,-413.143737918,-0.0474367868103
175,-4175.9750707,-393.272682619,-0.077568393998
176,-4202.8345617,-373.66698415,-0.107174675464
177,-4228.33824583,-354.182123353,-0.136260233481
178,-4252.64837196,-334.842627762,-0.163291047945
179,-4275.68252662,-315.222737622,-0.188974248003
180,-4297.35059188,-297.772465912,-0.212340343444
181,-4318.0757414,-282.559599012,-0.2337646087
182,-4338.06719493,-269.393677132,-0.253194028259
183,-4357.64020722,-257.438417726,-0.271195147541
184,-4377.57312748,-246.620797148,-0.288020888449
185,-4397.80755266,-236.472895187,-0.304737521735
186,-4417.90157558,-227.846453062,-0.320176223204
187,-4437.72444571,-219.74692616,-0.335004750016
188,-4457.4717227,-211.735104987,-0.34970728863
